병원명,업무구분1,업무구분2,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,홈페이지
의료법인한국의료재단한국병원,지역응급의료기관,종합병원,061-740-5000,전라남도 순천시 우명길 42 (연향동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인신안대우병원,지역응급의료기관,병원,061-262-3301,전라남도 신안군 비금면 송치길 155-11,07:30~17:00,07:30~17:00,07:30~17:00,07:30~17:00,07:30~17:00,07:30~12:00,-,-,-
화순고려병원,지역응급의료기관,병원,061-370-3700,전라남도 화순군 화순읍 충의로 109,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,-
진도한국병원,지역응급의료기관,병원,061-544-2051,전라남도 진도군 진도읍 남문길 48,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-,-
의료법인 우범의료재단 장흥종합병원,지역응급의료기관,종합병원,061-862-8300,전라남도 장흥군 장흥읍 흥성로 74,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~13:00,-,-,-
의료법인삼호의료재단벌교삼호병원,지역응급의료기관,병원,061-859-5000,"전라남도 보성군 벌교읍 남하로 12,",08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,-,-,-
의료법인장호의료재단녹동현대병원,지역응급의료기관,병원,061-840-1200,"전라남도 고흥군 도양읍 차경구렁목길 215,",08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~13:00,-,-,-
전남중앙병원,지역응급의료기관,병원,061-260-3000,전라남도 목포시 고하대로 724,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-,http://www.icjh.co.kr/
의료법인 은성의료재단 좋은선린병원,지역응급의료기관,종합병원,054-245-5000,경상북도 포항시 북구 대신로 43 (대신동),09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
영주적십자병원,지역응급의료기관,종합병원,054-630-0100,"경상북도 영주시 대학로 327, 영주적십자병원 (가흥동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
순천향대학교 부속 구미병원,지역응급의료센터,종합병원,054-463-7151,경상북도 구미시 1공단로 179 (공단동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-,-
의료법인서명의료재단세명병원,지역응급의료기관,병원,053-819-8800,경상북도 경산시 경안로 208 (중방동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
동국대학교 의과대학 경주병원,지역응급의료센터,종합병원,054-748-9300,경상북도 경주시 동대로 87 (석장동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
경상북도김천의료원,지역응급의료기관,종합병원,054-432-8901,경상북도 김천시 모암길 24 (모암동),08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:30,-,-,http://www.gcmc.or.kr
의료법인동춘의료재단문경제일병원,지역응급의료센터,종합병원,054-550-7700,경상북도 문경시 당교3길 25 (모전동),08:00~17:00,08:00~17:00,-,-,-,-,-,-,http://www.mgjh.co.kr
영덕아산병원,응급의료기관 외의 의료기관(응급의료시설),병원,054-730-0152,경상북도 영덕군 영해면 영덕로 1621,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
영남대학교의과대학부속 영천병원,지역응급의료기관,종합병원,543389000,경상북도 영천시 오수1길 10 (오수동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,-,-,-,-
포항성모병원,권역응급의료센터,종합병원,054-272-0151,경상북도 포항시 남구 대잠동길 17 (대잠동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,08:30~12:30,-,-,http://www.pohangsmh.co.kr/
성주무강병원,지역응급의료기관,병원,054-932-1212,경상북도 성주군 성주읍 성주읍3길 5-3,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의)근원의료재단 경산중앙병원,지역응급의료기관,종합병원,053-715-0100,경상북도 경산시 경안로 11 (백천동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인안동병원,권역응급의료센터,종합병원,054-840-1004,경상북도 안동시 앙실로 11 (수상동),08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:30,-,-,http://www.andonghospital.co.kr
경상북도 포항의료원,지역응급의료기관,종합병원,054-247-0551,경상북도 포항시 북구 용흥로 36 (용흥동),08:30~17:30,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:30,-,-,-
의료법인대남의료재단청도대남병원,지역응급의료기관,병원,054-373-0606,경상북도 청도군 화양읍 청화로 79-7,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:00,-,-,http://www.daenamhosp.co.kr
의료법인왜관병원,응급의료기관 외의 의료기관(응급의료시설),병원,054-971-1002,경상북도 칠곡군 왜관읍 군청2길 10,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,09:00~24:00,09:00~24:00,-
의료법인삼백의료재단상주성모병원,지역응급의료기관,종합병원,054-532-5001,경상북도 상주시 냉림서성길 7 (냉림동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,http://www.ssmh.co.kr
구미강동병원,지역응급의료기관,종합병원,054-453-7575,경상북도 구미시 인동20길 46 (진평동),08:30~17:30,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,08:30~12:30,-,-,http://www.gumigd.co.kr
의료법인영제의료재단 영남제일병원,지역응급의료기관,병원,054-861-9111,경상북도 의성군 안계면 용기4길 36,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
의료법인덕산의료재단김천제일병원,지역응급의료센터,종합병원,054-420-9300,경상북도 김천시 신음1길 12 (신음동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.jeilh.com
계명대학교 의과대학 경주 동산병원,응급의료기관 외의 의료기관(응급의료시설),병원,054-770-9500,경상북도 경주시 봉황로 65 (서부동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인명성의료재단영양병원,응급의료기관 외의 의료기관(응급의료시설),병원,054-682-0727,경상북도 영양군 영양읍 동서대로 75,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,08:30~17:30,08:30~17:30,-
에스포항병원,지역응급의료기관,종합병원,054-289-9000,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의성군보건소,응급의료기관 외의 의료기관(응급의료시설),보건소,054-830-6660,"경상북도 의성군 의성읍 구봉길 228, 의성군보건소 (의성읍)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
영주기독병원,지역응급의료기관,병원,054-635-6161,경상북도 영주시 구성로 380,09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
의료법인서일의료재단문경중앙병원,지역응급의료기관,병원,054-555-2011,경상북도 문경시 중앙로 117-18 (점촌동),08:30~18:00,08:30~18:00,-,-,-,-,-,-,-
차의과학대학교부속구미차병원,권역응급의료센터,종합병원,054-450-9700,경상북도 구미시 신시로10길 12 (형곡동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,http://kumi.chamc.co.kr
봉화해성병원,응급의료기관 외의 의료기관(응급의료시설),병원,054-673-1331,경상북도 봉화군 봉화읍 보밑길 3,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~12:00,-,-,-
울진군의료원,지역응급의료기관,병원,054-785-7000,경상북도 울진군 울진읍 현내항길 71,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
의료법인고령영생병원,지역응급의료기관,병원,054-955-2661,경상북도 고령군 대가야읍 중앙로 33 의료법인영암의료재단고령영생병원,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
포항세명기독병원,지역응급의료센터,종합병원,054-275-0005,경상북도 포항시 남구 포스코대로 351 (대도동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-,-
청송군보건의료원,지역응급의료기관,보건의료원,054-870-7100,경상북도 청송군 청송읍 의료원길 19 (청송읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:00,-,-,http://health.cs.go.kr
예천권병원,지역응급의료기관,병원,054-654-6611,경상북도 예천군 예천읍 시장로 136 (예천읍),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,http://www.yckh.com
안동성소병원,지역응급의료센터,종합병원,054-857-2321,경상북도 안동시 서동문로 99 (금곡동),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,-,-,-
울릉군보건의료원,지역응급의료기관,보건의료원,054-790-6871,경상북도 울릉군 울릉읍 울릉순환로 396-18,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,http://www.ulleung.go.kr/health
의료법인청봉의료재단성누가병원,응급의료기관 외의 의료기관(응급의료시설),병원,054-639-9000,경상북도 영주시 구성로 329 (영주동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.stluke.co.kr/
군위군보건소,응급의료기관 외의 의료기관(응급의료시설),보건소,054-383-4000,경상북도 군위군 군위읍 군청로 70,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,http://www.gunwi.go.kr/health/main.htm
의료법인갑을의료재단갑을장유병원,지역응급의료센터,종합병원,055-310-6000,경상남도 김해시 장유로 167-13 (부곡동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인창녕서울의료재단창녕서울병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-532-1975,경상남도 창녕군 창녕읍 창녕대로 122,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인아림의료재단서경병원,지역응급의료기관,병원,055-945-0091,"경상남도 거창군 거창읍 송정1길 24-13, 서경병원",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-,http://www.seokyung.or.kr/
학교법인성균관대학삼성창원병원,권역응급의료센터,상급종합병원,055-233-8899,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-,http://smc.skku.edu
양산부산대학교병원,권역응급의료센터,상급종합병원,055-360-1000,경상남도 양산시 물금읍 금오로 20,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,https://www.pnuyh.or.kr
의료법인보원의료재단경희의료원교육협력중앙병원,지역응급의료센터,종합병원,055-330-6000,경상남도 김해시 분성로 94-8 (외동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인 성념의료재단맑은샘병원,지역응급의료기관,종합병원,055-736-1004,경상남도 거제시 연초면 거제대로 4477,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
삼천포제일병원,지역응급의료기관,병원,055-833-4400,"경상남도 사천시 중앙로 136, 삼천포제일병원 (벌리동)",08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~13:00,-,-,-
진주복음병원,지역응급의료기관,병원,055-749-7110,경상남도 진주시 진양호로 370 (신안동),09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
웅상중앙병원,지역응급의료기관,종합병원,1600-7582,경상남도 양산시 서창로 59 (명동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
한일병원,지역응급의료센터,종합병원,055-759-7777,"경상남도 진주시 범골로 17, 지1,1~5,7층 (충무공동)",09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
새통영병원,지역응급의료기관,병원,055-646-6000,경상남도 통영시 무전7길 192 (무전동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인이도의료재단남해병원,지역응급의료기관,병원,055-863-2201,경상남도 남해군 남해읍 화전로 169,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~12:00,-,-,-
경상국립대학교병원,권역응급의료센터,상급종합병원,055-750-8000,경상남도 진주시 강남로 79 (칠암동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-,http://www.gnuh.co.kr/
의료법인정상의료재단바른병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-790-3000,경상남도 진주시 동진로 7 (칠암동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
진주고려병원,지역응급의료기관,종합병원,055-751-2500,"경상남도 진주시 동진로 2 (칠암동, 진주고려병원)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
더조은병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-672-1111,경상남도 고성군 고성읍 동외로 142,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
삼성합천병원,지역응급의료기관,병원,055-933-2200,경상남도 합천군 합천읍 대야로 876,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:00,-,-,-
본바른병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-785-3117,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,09:00~12:30,-
창원한마음병원,지역응급의료센터,종합병원,055-225-0000,경상남도 창원시 의창구 용동로57번길 8 (사림동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.hanheart.co.kr
반도병원,지역응급의료기관,병원,055-747-6000,경상남도 진주시 남강로 701 (장대동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
창원경상국립대학교병원,지역응급의료센터,종합병원,055-214-2000,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
강일병원,지역응급의료기관,종합병원,055-822-0100,경상남도 김해시 가락로 359 (구산동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인학산의료재단아라한국병원,응급의료기관 이외,병원,055-582-8088,경상남도 함안군 산인면 학산2길 17-50,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-,-
재단법인대구포교성베네딕도수녀회창원파티마병원,지역응급의료센터,종합병원,055-270-1000,경상남도 창원시 의창구 창이대로 45 (명서동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:40,-,-,https://fatimahosp.co.kr/
의료법인생명사랑의료재단밀양윤병원,지역응급의료기관,병원,055-354-2200,경상남도 밀양시 삼문중앙로 32 (삼문동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-,-
행복한병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-391-0090,경상남도 밀양시 하남읍 수산중앙로 56-2,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-,-
의료법인합포의료재단에스엠지연세병원,지역응급의료기관,종합병원,055-243-0100,"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.mysh.co.kr/
제일병원,지역응급의료센터,종합병원,055-750-7123,경상남도 진주시 진주대로 885 (강남동),08:30~17:00,08:30~17:00,08:30~16:00,08:30~17:00,08:30~17:00,08:30~13:00,-,-,http://www.chinjujeil.co.kr
의료법인숭인의료재단김해복음병원,지역응급의료기관,종합병원,055-330-8888,경상남도 김해시 활천로 33 (삼정동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
시영의료재단영동병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-586-2000,경상남도 함안군 칠원읍 용산2길 45-13,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-,-
메가병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-903-9000,경상남도 김해시 계동로 237 (대청동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:50,-,09:00~12:50,-
근로복지공단 창원병원,지역응급의료기관,종합병원,055-280-7777,경상남도 창원시 성산구 창원대로 721 (중앙동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
연세에스병원,지역응급의료기관,종합병원,055-548-7700,경상남도 창원시 진해구 해원로32번길 13 (이동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
진주세란병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-760-7578,경상남도 진주시 진주대로 829 (주약동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,http://www.jjseran.co.kr
의료법인환명의료재단조은금강병원,지역응급의료기관,종합병원,055-330-0300,경상남도 김해시 김해대로 1814-37 (삼계동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인대우의료재단대우병원,지역응급의료기관,종합병원,055-680-8114,경상남도 거제시 두모길 16 (두모동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인청아의료재단청아병원,지역응급의료기관,종합병원,055-230-1500,경상남도 창원시 마산회원구 내서읍 광려천서로 67 (청아병원),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,http://www.camc.co.kr/
함양성심병원,지역응급의료기관,병원,055-963-4322,경상남도 함양군 함양읍 고운로 70,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:00,-,-,-
의료법인신의료재단김해삼승병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-310-7700,경상남도 김해시 김해대로 2335 (부원동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
의료법인승연의료재단 삼천포서울병원,지역응급의료기관,병원,055-835-9900,경상남도 사천시 남일로 33 (동금동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,http://www.3004sh.com
의령병원,지역응급의료기관,병원,055-573-4100,경상남도 의령군 의령읍 의병로14길 10 (의령읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
의료법인거붕백병원,지역응급의료기관,종합병원,055-733-0000,경상남도 거제시 계룡로5길 14 (상동동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,-
강병원,지역응급의료기관,병원,055-673-0101,경상남도 고성군 고성읍 중앙로 49,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
경상남도마산의료원,지역응급의료기관,종합병원,055-249-1000,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,-,-,-,http://www.mmc.or.kr
의료법인석영의료재단창원제일종합병원,응급의료기관 외의 의료기관(응급의료시설),종합병원,055-223-9000,경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-,http://www.mjeilh.co.kr/
산청군보건의료원,지역응급의료기관,보건의료원,055-970-7500,경상남도 산청군 산청읍 중앙로 97 (산청읍),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,-,-,-,-
의료법인염광의료재단세광병원,응급의료기관 외의 의료기관(응급의료시설),병원,055-540-3700,경상남도 창원시 진해구 중원동로 55-1 (중앙동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,-
태황의료재단한성병원,지역응급의료기관,병원,055-530-5000,경상남도 창녕군 창녕읍 교리1길 2 (창녕읍),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-,-
의료법인 혜인의료재단 한국병원,지역응급의료기관,종합병원,064-750-0000,제주특별자치도 제주시 서광로 193 (삼도일동),09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,http://www.hankookhospital.co.kr
제주특별자치도서귀포의료원,지역응급의료센터,종합병원,064-730-3000,제주특별자치도 서귀포시 장수로 47 (동홍동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,-,-,-,-
제주대학교병원,지역응급의료센터,종합병원,064-717-1075,제주특별자치도 제주시 아란13길 15 (아라일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,-
제주한라병원,권역응급의료센터,종합병원,064-740-5000,"제주특별자치도 제주시 도령로 65, (연동)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-,http://www.hallahosp.co.kr
의료법인 중앙의료재단 중앙병원,지역응급의료센터,종합병원,064-786-7000,제주특별자치도 제주시 월랑로 91 (이호이동),09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
한마음병원,지역응급의료센터,종합병원,064-750-9000,제주특별자치도 제주시 연신로 52 (이도이동),09:00~18:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,-
